date,values
2020-01-01,39.56038027079423
2020-01-02,89.09502010090897
2020-01-03,5.193707267794845
2020-01-04,64.40863057668794
2020-01-05,75.03775659322493
2020-01-06,96.67987114596825
2020-01-07,42.07177779628481
2020-01-08,76.72639901510283
2020-01-09,17.64658976627499
2020-01-10,29.94268247174332
2020-01-11,77.2455674635479
2020-01-12,71.6166797438005
2020-01-13,74.97816324631629
2020-01-14,58.089618340954566
2020-01-15,35.28635844803204
2020-01-16,34.853445568067364
2020-01-17,10.416864725601638
2020-01-18,10.970280766011175
2020-01-19,88.66010756524587
2020-01-20,68.9612704713302
2020-01-21,60.64562927378178
2020-01-22,62.17234043994648
2020-01-23,55.50655035697112
2020-01-24,87.94667637449933
2020-01-25,10.911277696673727
2020-01-26,18.378772437506218
2020-01-27,58.51972655330206
2020-01-28,66.37565439566666
2020-01-29,79.09487190583808
2020-01-30,38.96668566299783
2020-01-31,72.59612656418716
2020-02-01,81.25564056213483
2020-02-02,97.36241370201239
2020-02-03,8.146167120353564
2020-02-04,58.95482455215689
2020-02-05,57.892771580165245
2020-02-06,43.600277208704185
2020-02-07,69.83220105577128
2020-02-08,48.628523759471335
2020-02-09,94.68612784158414
2020-02-10,34.8662295940252
2020-02-11,7.9595587005564905
2020-02-12,54.015844121157365
2020-02-13,6.068265617965918
2020-02-14,87.95769104155835
2020-02-15,99.48330024119605
2020-02-16,29.309321912571352
2020-02-17,1.0832204374932264
2020-02-18,0.8064871011632335
2020-02-19,10.578251909860226
2020-02-20,23.058037300034208
2020-02-21,49.89587069371277
2020-02-22,24.55623383669785
2020-02-23,44.2235892128967
2020-02-24,56.799341759052105
2020-02-25,4.3163601150818405
2020-02-26,61.79387859277722
2020-02-27,63.80915295698518
2020-02-28,8.329613765430189
2020-02-29,97.0018736302495
2020-03-01,87.68947535503192
2020-03-02,71.58673738771706
2020-03-03,71.89549945524692
2020-03-04,91.20269095499471
2020-03-05,69.68444207728469
2020-03-06,58.69875528962978
2020-03-07,52.15380902835647
2020-03-08,75.68118726255913
2020-03-09,39.07215695626189
2020-03-10,62.573818262445855
2020-03-11,40.38994357294497
2020-03-12,83.25472194056992
2020-03-13,46.12280903272319
2020-03-14,11.386360189597045
2020-03-15,80.16448987912219
2020-03-16,12.489407480257842
2020-03-17,19.892680085606408
2020-03-18,72.99759529701674
2020-03-19,49.62262709487087
2020-03-20,62.558261515278865
2020-03-21,72.78675523211348
2020-03-22,3.133408148383887
2020-03-23,24.936416959566465
2020-03-24,92.93620579384913
2020-03-25,56.163654830488674
2020-03-26,68.80278050043543
2020-03-27,55.683750956044584
2020-03-28,94.72214226441807
2020-03-29,58.48069869251963
2020-03-30,70.02157900872236
2020-03-31,25.532333341699285
2020-04-01,8.122665512977479
2020-04-02,16.071245868039263
2020-04-03,96.22173813312205
2020-04-04,77.1287966352827
2020-04-05,71.95576702807661
2020-04-06,99.8824143151981
2020-04-07,97.99325464625845
2020-04-08,36.313675401804716
2020-04-09,33.81046159464852
2020-04-10,53.48271280734842
2020-04-11,1.9534263547773545
2020-04-12,25.883398199809783
2020-04-13,51.68878591895199
2020-04-14,96.2298997529097
2020-04-15,14.803669459196644
2020-04-16,86.0840154177937
2020-04-17,33.59015025846007
2020-04-18,42.66201702089199
2020-04-19,15.392158748690498
2020-04-20,62.61298814295495
2020-04-21,3.3869764914328138
2020-04-22,9.070667403438348
2020-04-23,97.15551548530476
2020-04-24,30.88949802477341
2020-04-25,18.703451888117474
2020-04-26,32.71445962614802
2020-04-27,30.637647983725515
2020-04-28,83.27240874598122
2020-04-29,79.72764232096422
2020-04-30,33.02642511654712
2020-05-01,5.72819666960509
2020-05-02,52.02114657445512
2020-05-03,56.12054257853399
2020-05-04,3.3616079858275527
2020-05-05,3.3357560791362095
2020-05-06,54.13977386165673
