date,values
2023-01-01,4.45758140671062
2023-01-02,60.92407778644067
2023-01-03,31.322117531126192
2023-01-04,96.89970582381655
2023-01-05,88.95853471858017
2023-01-06,19.47906589075925
2023-01-07,77.64190957798995
2023-01-08,4.805014828115784
2023-01-09,70.19387731144508
2023-01-10,86.85690816255726
2023-01-11,73.00066769059414
2023-01-12,66.18227566341521
2023-01-13,14.599228881841487
2023-01-14,47.57392618874394
2023-01-15,29.695058981048984
2023-01-16,17.089977016095915
2023-01-17,64.20448864134826
2023-01-18,93.49204468782729
2023-01-19,61.46636840440074
2023-01-20,10.803630554051091
2023-01-21,27.453914494092814
2023-01-22,86.63555883424382
2023-01-23,65.61158083568395
2023-01-24,62.15582049968156
2023-01-25,65.19727461382358
2023-01-26,42.4445482676861
2023-01-27,19.779515618411793
2023-01-28,89.64525761456912
2023-01-29,14.389158436085857
2023-01-30,14.417685613653697
2023-01-31,72.27505176165837
2023-02-01,85.42710895115462
2023-02-02,33.26538840772216
2023-02-03,87.50261056411291
2023-02-04,92.7852898047442
2023-02-05,4.259439830342659
2023-02-06,20.612741939611524
2023-02-07,25.443960032453816
2023-02-08,16.320709629989437
2023-02-09,89.95730455601561
2023-02-10,94.77910386734844
2023-02-11,15.827467017387953
2023-02-12,17.11675549552838
2023-02-13,36.886014832031165
2023-02-14,12.632349837941115
2023-02-15,35.67137045423644
2023-02-16,52.23543742664805
2023-02-17,4.242682201006853
2023-02-18,4.06240681394906
2023-02-19,24.01180369029402
2023-02-20,41.600540644216075
2023-02-21,15.175435405217064
2023-02-22,56.46258863509313
2023-02-23,34.397143498098245
2023-02-24,44.56961253910008
2023-02-25,69.63851181167875
2023-02-26,34.091015430744086
2023-02-27,86.23262365032357
2023-02-28,69.76822706958
2023-03-01,88.74549256803783
2023-03-02,63.48956315244785
2023-03-03,62.278839607747905
2023-03-04,74.47548741382029
2023-03-05,11.195535345895301
2023-03-06,56.40547997179568
2023-03-07,97.89102349008128
2023-03-08,12.030399695362027
2023-03-09,20.320666141714515
2023-03-10,38.982769260526815
2023-03-11,28.702012330419212
2023-03-12,35.14307134276056
2023-03-13,59.82549680226713
2023-03-14,21.9149304255563
2023-03-15,8.466900305043056
2023-03-16,74.9124557937548
2023-03-17,49.94363819401176
2023-03-18,61.04955821770653
2023-03-19,76.00425695874762
2023-03-20,46.13617008167814
2023-03-21,64.72598303360968
2023-03-22,53.943830546645266
2023-03-23,67.35919512875041
2023-03-24,94.91423858043203
2023-03-25,73.92946164044004
2023-03-26,91.86251952692088
2023-03-27,12.664781004581204
2023-03-28,23.334676782689435
2023-03-29,38.55034115828238
2023-03-30,18.800551854678606
2023-03-31,1.5490161474861042
2023-04-01,80.33994313672501
2023-04-02,45.438730381737514
2023-04-03,7.909173552828797
2023-04-04,28.387459700104124
2023-04-05,91.02138909173641
2023-04-06,17.257111212873177
2023-04-07,25.300448552053332
2023-04-08,82.16094415784595
2023-04-09,82.66058268621556
2023-04-10,46.32786522714404
2023-04-11,87.71036820836505
2023-04-12,38.56272541780361
2023-04-13,42.56496352892688
2023-04-14,59.829945041259904
2023-04-15,79.7078774819701
2023-04-16,18.36685727373244
2023-04-17,76.3928864540371
2023-04-18,80.27912981824701
2023-04-19,9.694866742315822
2023-04-20,33.90900955659987
2023-04-21,72.77550202382518
2023-04-22,95.01594197532606
2023-04-23,23.320843036321946
2023-04-24,83.77783523432515
2023-04-25,28.41740470779395
2023-04-26,5.5883175114630035
2023-04-27,8.670542775708467
2023-04-28,74.84360616103261
2023-04-29,40.82400663273182
2023-04-30,52.385102847374476
2023-05-01,40.83191169436024
2023-05-02,68.31152429216667
2023-05-03,21.549300727461997
2023-05-04,46.64663766947565
2023-05-05,27.044601370812195
2023-05-06,26.374969790741698
2023-05-07,3.4322358331147718
2023-05-08,47.216990255875935
2023-05-09,4.558546438270394
2023-05-10,9.054388185285788
2023-05-11,7.551025150020763
2023-05-12,46.67696868867891
2023-05-13,59.62166781816367
2023-05-14,23.65920185989603
2023-05-15,65.8709126433207
2023-05-16,3.0261936658417476
2023-05-17,56.45069457096062
2023-05-18,72.7801209282879
2023-05-19,54.924633028835366
2023-05-20,65.4119527441982
2023-05-21,92.29791214350509
2023-05-22,56.28299472095769
2023-05-23,31.646968545729415
2023-05-24,0.6752661400659332
2023-05-25,62.08182011775464
2023-05-26,43.191066282302714
2023-05-27,86.80780713626292
2023-05-28,94.77831994906364
2023-05-29,26.75078490037366
2023-05-30,62.92642519474042
2023-05-31,32.04933410540042
2023-06-01,15.636056531625641
2023-06-02,22.086846234042902
2023-06-03,17.009336383339956
2023-06-04,79.23099752193099
2023-06-05,87.88852281821995
2023-06-06,55.90660705764673
2023-06-07,97.50367908649676
2023-06-08,42.02153225754538
2023-06-09,49.77567371918935
2023-06-10,46.53843141694608
2023-06-11,41.143153712525795
2023-06-12,70.76023008021728
2023-06-13,73.6332759571465
2023-06-14,5.51078184130901
2023-06-15,11.666577698500546
2023-06-16,71.97801304358833
2023-06-17,66.6998923558237
2023-06-18,6.141441938276149
2023-06-19,34.73985988565074
2023-06-20,26.166214402775744
2023-06-21,65.78043673089935
2023-06-22,29.417755465962237
2023-06-23,45.56563130239414
2023-06-24,81.50264691332193
2023-06-25,3.3862039087008133
2023-06-26,75.05136136299735
2023-06-27,27.759019047768728
2023-06-28,90.53777902412132
2023-06-29,93.05220268588712
2023-06-30,52.33276436387245
2023-07-01,10.210876884688336
2023-07-02,94.3335192045153
2023-07-03,37.983017043132875
2023-07-04,79.33689668009947
2023-07-05,55.685740866982094
2023-07-06,55.95107162617884
2023-07-07,74.2693331118657
2023-07-08,54.68573038666814
2023-07-09,64.95509115995364
2023-07-10,72.63672474793744
2023-07-11,71.30874278430753
2023-07-12,35.10764443171861
2023-07-13,94.40089081373496
2023-07-14,3.1597640751728218
2023-07-15,62.459120884082765
2023-07-16,52.014095217292024
2023-07-17,91.61396415238919
2023-07-18,91.96814980557268
2023-07-19,86.25425297290808
2023-07-20,93.77740135475217
2023-07-21,80.65982097603558
2023-07-22,87.87939279086714
2023-07-23,68.92233801901982
2023-07-24,88.20533178124961
2023-07-25,33.90014363321272
2023-07-26,29.647831161030503
2023-07-27,49.29601097230012
2023-07-28,84.16684211468012
2023-07-29,87.263263750877
2023-07-30,41.31680101538344
2023-07-31,63.12214994899544
2023-08-01,49.42650865552641
2023-08-02,36.63778363643766
2023-08-03,31.3481908881043
2023-08-04,28.63449758513693
2023-08-05,88.75833231295947
2023-08-06,30.394552297899047
2023-08-07,88.9901451446846
2023-08-08,48.80703930134214
2023-08-09,92.90120461607788
2023-08-10,79.74349612279813
2023-08-11,81.61186249669949
2023-08-12,15.554089860226794
2023-08-13,67.20077961668815
2023-08-14,93.19619261662817
2023-08-15,39.28267020290433
2023-08-16,62.3930847286635
2023-08-17,72.66687122898718
2023-08-18,85.1755946106796
2023-08-19,10.484206037015797
2023-08-20,23.547964504806806
2023-08-21,25.74411181871119
2023-08-22,0.7562628789764991
2023-08-23,13.343866929885117
2023-08-24,39.19221842601176
2023-08-25,23.881972921100868
2023-08-26,4.709109194445005
2023-08-27,79.3687450573269
2023-08-28,65.25949311449703
2023-08-29,49.82666943981937
2023-08-30,54.29221241822615
2023-08-31,37.081129752169076
2023-09-01,91.15891301490566
2023-09-02,90.26256996489002
2023-09-03,50.47278133208982
2023-09-04,44.30659141843365
2023-09-05,50.81660483596614
2023-09-06,48.35001977892395
2023-09-07,9.169080681637077
2023-09-08,12.619919140474433
2023-09-09,67.77489863632884
2023-09-10,23.12903231565767
2023-09-11,46.34743234295177
2023-09-12,35.94512643684988
2023-09-13,59.39331645382306
2023-09-14,82.52778511696799
2023-09-15,94.05744417434016
2023-09-16,45.88541770649442
2023-09-17,72.00761641618934
2023-09-18,32.39812820763991
2023-09-19,12.045080527297525
2023-09-20,26.38263232248299
2023-09-21,51.48634784494066
2023-09-22,87.4765501540597
2023-09-23,49.78787085050702
2023-09-24,93.77165234758958
2023-09-25,72.21736919008426
2023-09-26,29.482788378453396
2023-09-27,23.69343737717906
2023-09-28,49.500024077070016
2023-09-29,19.869602644370342
2023-09-30,43.94038179192437
2023-10-01,85.84126184431037
2023-10-02,71.28824935523586
2023-10-03,2.383528446653327
2023-10-04,42.22628482013452
2023-10-05,86.47874052828816
2023-10-06,8.139126294241073
2023-10-07,66.22291415960136
2023-10-08,80.15837497144602
2023-10-09,29.259382056705885
2023-10-10,5.590086935163974
2023-10-11,62.54767428960095
2023-10-12,3.282945391277914
2023-10-13,69.94540772663909
2023-10-14,15.775272715095568
2023-10-15,11.398476832229253
2023-10-16,17.79081642628032
2023-10-17,42.011191409534874
2023-10-18,6.861128575159503
2023-10-19,92.86812327136089
2023-10-20,45.0817337846855
2023-10-21,51.65381575379835
2023-10-22,85.72739882587356
2023-10-23,26.90292751469724
2023-10-24,53.49077933170613
2023-10-25,33.900801191707274
2023-10-26,35.91332217534698
2023-10-27,34.36612545875665
2023-10-28,57.4855864813911
2023-10-29,85.40416889451544
2023-10-30,58.39524743149828
2023-10-31,1.8296461817918885
2023-11-01,62.623923109521726
2023-11-02,23.555729394094783
2023-11-03,13.135022078677839
2023-11-04,30.356424910646453
2023-11-05,11.095898526676319
2023-11-06,23.279782794666225
2023-11-07,78.91221410805448
2023-11-08,69.76792332479035
2023-11-09,28.921857195521728
2023-11-10,83.68461906756198
2023-11-11,65.11667346719742
2023-11-12,31.73056124238839
2023-11-13,70.11383680615907
2023-11-14,3.7206123936787128
2023-11-15,87.29638983957622
2023-11-16,17.175316699481503
2023-11-17,69.88324774463355
2023-11-18,51.49954910857593
2023-11-19,32.200783105693496
2023-11-20,54.96156313699703
2023-11-21,87.72180989445026
2023-11-22,42.347654438232574
2023-11-23,54.033826640148064
2023-11-24,20.270799682779796
2023-11-25,66.21020282895068
2023-11-26,87.55114380610607
2023-11-27,42.69196296483758
2023-11-28,13.948657556173217
2023-11-29,98.21363251873936
2023-11-30,6.476487028402467
2023-12-01,50.69339099021322
2023-12-02,40.34953913325299
2023-12-03,45.30460509819571
2023-12-04,8.803261006731178
2023-12-05,40.738688109302956
2023-12-06,91.84030239254112
2023-12-07,23.064690752548888
2023-12-08,48.901684680862004
2023-12-09,81.708600914094
2023-12-10,72.88051150589109
2023-12-11,24.308406344323263
2023-12-12,22.7690128239601
2023-12-13,59.97202876452887
2023-12-14,42.73648343943406
2023-12-15,13.717948403014834
2023-12-16,61.347596928958545
2023-12-17,68.45189604371309
2023-12-18,3.0187881090209645
2023-12-19,70.85447195392067
